RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,OWN
1,Travis Kelce (KC) ,97,136,"1,229",12.7,47,13,5,1,4,1,1,16,157.3,9.8,99.9%
2,Mark Andrews (BAL) ,64,98,852,13.3,51,16,10,0,0,0,1,15,143.2,9.5,99.9%
3,George Kittle (SF) ,85,107,"1,053",12.4,61,16,5,5,22,0,0,14,137.5,9.8,98.6%
4,Darren Waller (LV) ,90,117,"1,145",12.7,75,14,3,2,5,0,1,16,131.0,8.2,99.0%
5,Zach Ertz (ARI) ,88,135,916,10.4,30,12,6,0,0,0,1,15,127.6,8.5,92.1%
6,Jared Cook (FA) ,43,65,705,16.4,61,15,9,0,0,0,0,14,124.5,8.9,1.2%
7,Austin Hooper (TEN) ,75,97,787,10.5,35,8,6,0,0,0,0,13,116.7,9.0,13.2%
8,Hunter Henry (NE) ,55,76,652,11.9,30,8,5,0,0,0,1,12,95.2,7.9,81.4%
9,Tyler Higbee (LAR) ,69,89,734,10.6,33,11,3,0,0,0,0,15,91.4,6.1,40.4%
10,Dallas Goedert (PHI) ,58,87,607,10.5,28,8,5,0,0,0,2,15,86.7,5.8,93.9%
11,Mike Gesicki (MIA) ,51,89,570,11.2,34,7,5,0,0,0,1,16,85.0,5.3,89.3%
12,Jason Witten (FA) ,63,83,529,8.4,33,2,4,0,0,0,1,16,76.9,4.8,0.0%
13,Darren Fells (FA) ,34,48,341,10.0,24,2,7,0,0,0,0,16,76.1,4.8,0.0%
14,Kyle Rudolph (FA) ,39,48,367,9.4,32,3,6,0,0,0,0,16,74.7,4.7,0.1%
15,Greg Olsen (FA) ,52,82,597,11.5,41,6,2,0,0,0,0,14,71.7,5.1,7.0%
16,Noah Fant (SEA) ,40,66,562,14.1,75,10,3,3,-12,0,1,16,71.0,4.4,73.0%
17,Jonnu Smith (NE) ,35,44,439,12.5,57,8,3,4,78,0,0,16,69.7,4.4,2.7%
18,Jack Doyle (FA) ,43,72,448,10.4,23,4,4,0,0,0,0,16,68.8,4.3,1.1%
19,Evan Engram (JAC) ,44,68,467,10.6,75,4,3,3,7,0,0,8,65.4,8.2,17.6%
20,Ryan Griffin (CHI) ,34,41,320,9.4,45,4,5,0,0,0,0,13,64.0,4.9,0.1%
21,Tyler Eifert (FA) ,43,63,436,10.1,27,4,3,0,0,0,0,16,63.6,4.0,0.0%
22,Jimmy Graham (FA) ,38,60,447,11.8,48,7,3,0,0,0,0,16,62.7,3.9,0.1%
23,Eric Ebron (FA) ,31,52,375,12.1,48,4,3,0,0,0,0,11,55.5,5.0,0.6%
24,Cameron Brate (TB) ,36,55,311,8.6,37,1,4,0,0,0,0,16,55.1,3.4,6.6%
25,Blake Jarwin (FA) ,31,41,365,11.8,42,8,3,0,0,0,0,16,54.5,3.4,2.1%
26,Jordan Akins (NYG) ,36,55,418,11.6,53,4,2,0,0,0,0,16,53.8,3.4,0.2%
27,Jacob Hollister (LV) ,41,59,349,8.5,22,3,3,0,0,0,0,11,52.9,4.8,0.0%
28,Gerald Everett (LAC) ,37,60,408,11.0,33,6,2,1,0,0,0,13,52.8,4.1,21.0%
29,Dawson Knox (BUF) ,28,50,388,13.9,49,7,2,1,9,0,0,15,51.7,3.4,90.5%
30,Will Dissly (SEA) ,23,27,262,11.4,38,3,4,1,7,0,0,6,50.9,8.5,0.3%
31,O.J. Howard (BUF) ,34,53,459,13.5,33,8,1,0,0,0,1,14,49.9,3.6,2.5%
32,T.J. Hockenson (DET) ,32,59,367,11.5,39,6,2,0,0,0,0,12,48.7,4.1,95.8%
33,Foster Moreau (LV) ,21,25,174,8.3,23,1,5,0,0,0,0,13,47.4,3.6,0.8%
34,Hayden Hurst (CIN) ,30,39,349,11.6,61,4,2,0,0,0,0,16,46.9,2.9,11.5%
35,Vance McDonald (FA) ,38,55,273,7.2,22,2,3,1,2,0,0,14,45.5,3.3,0.0%
36,Ricky Seals-Jones (NYG) ,14,22,229,16.4,59,5,4,0,0,0,1,14,44.9,3.2,0.7%
37,Kaden Smith (FA) ,31,42,268,8.6,32,3,3,0,0,0,0,9,44.8,5.0,0.0%
38,Nick Boyle (BAL) ,31,43,321,10.4,35,4,2,0,0,0,0,16,44.1,2.8,0.1%
39,Irv Smith Jr. (MIN) ,36,47,311,8.6,29,5,2,0,0,0,0,16,43.1,2.7,50.2%
40,Josh Hill (FA) ,25,35,226,9.0,29,4,3,0,0,0,0,16,40.6,2.5,0.0%
41,C.J. Uzomah (NYJ) ,27,40,242,9.0,36,2,2,0,0,0,0,16,36.2,2.3,3.9%
42,Demetrius Harris (FA) ,15,27,149,9.9,23,2,3,0,0,0,0,15,34.9,2.3,0.0%
43,Delanie Walker (FA) ,21,31,215,10.2,29,1,2,0,0,0,0,7,33.5,4.8,0.1%
44,Jeremy Sprinkle (DAL) ,26,40,241,9.3,23,2,1,0,0,0,0,16,30.1,1.9,0.1%
45,Charles Clay (FA) ,18,24,237,13.2,47,4,1,0,0,0,0,15,29.7,2.0,0.0%
46,James O'Shaughnessy (CHI) ,14,20,153,10.9,35,1,2,0,0,0,0,5,27.3,5.5,0.2%
47,Anthony Firkser (ATL) ,14,24,204,14.6,39,5,1,0,0,0,0,15,26.4,1.8,0.6%
48,Maxx Williams (ARI) ,15,19,202,13.5,28,5,1,0,0,0,0,16,26.2,1.6,0.1%
49,Dan Arnold (JAC) ,8,14,127,15.9,37,3,2,0,0,0,0,6,24.7,4.1,1.4%
50,Logan Thomas (WAS) ,16,28,173,10.8,17,0,1,0,0,0,0,16,23.3,1.5,33.1%
51,Rhett Ellison (FA) ,18,28,167,9.3,31,3,1,0,0,0,0,10,22.7,2.3,0.0%
52,Marcedes Lewis (GB) ,15,19,156,10.4,25,2,1,0,0,0,0,16,21.6,1.4,0.1%
53,Ross Dwelley (SF) ,15,22,91,6.1,25,1,2,0,0,0,0,16,21.1,1.3,0.1%
54,Jaeden Graham (FA) ,9,10,149,16.6,53,3,1,0,0,0,0,16,20.9,1.3,0.0%
55,Ian Thomas (CAR) ,16,30,136,8.5,19,0,1,0,0,0,0,16,19.6,1.2,0.2%
56,Derek Carrier (FA) ,13,19,108,8.3,25,2,1,1,27,0,0,16,19.5,1.2,0.0%
57,Matt LaCosse (FA) ,13,19,131,10.1,24,3,1,0,0,0,0,12,19.1,1.6,0.0%
58,Vernon Davis (FA) ,10,19,123,12.3,48,1,1,0,0,0,0,4,18.3,4.6,1.6%
59,Ryan Izzo (FA) ,6,9,114,19.0,41,3,1,0,0,0,0,6,17.4,2.9,0.0%
60,Jeff Heuerman (FA) ,14,20,114,8.1,26,1,1,0,0,0,0,14,17.4,1.2,0.0%
61,Benjamin Watson (FA) ,17,24,173,10.2,26,3,0,0,0,0,0,10,17.3,1.7,2.8%
62,Nick O'Leary (FA) ,13,18,109,8.4,19,0,1,0,0,0,0,12,16.9,1.4,0.0%
63,Nick Vannett (NO) ,17,22,166,9.8,18,0,0,0,0,0,0,16,16.6,1.0,0.1%
64,Hale Hentges (FA) ,8,14,103,12.9,24,2,1,0,0,0,0,11,16.3,1.5,0.0%
65,Robert Tonyan (GB) ,10,15,100,10.0,28,2,1,0,0,0,0,11,16.0,1.5,32.5%
66,Andrew Beck (DEN) ,9,12,90,10.0,29,1,1,1,3,0,0,16,15.5,1.0,0.0%
67,MyCole Pruitt (FA) ,6,8,90,15.0,42,2,1,0,0,0,0,16,15.0,0.9,0.0%
68,Joshua Perkins (FA) ,9,13,87,9.7,24,1,1,0,0,0,0,5,14.7,2.9,0.0%
69,Jesse James (FA) ,16,27,142,8.9,23,1,0,0,0,0,0,16,14.2,0.9,0.0%
70,Seth DeValve (FA) ,12,18,140,11.7,20,1,0,0,0,0,0,12,14.0,1.2,0.0%
71,Virgil Green (FA) ,9,13,78,8.7,15,0,1,0,0,0,0,15,13.8,0.9,0.0%
72,Daniel Brown (FA) ,7,11,72,10.3,24,2,1,0,0,0,0,16,13.2,0.8,0.0%
73,Tyler Kroft (SF) ,6,14,71,11.8,20,1,1,0,0,0,0,12,13.1,1.1,0.0%
74,Jesper Horsted (LV) ,8,10,87,10.9,20,1,1,0,0,0,1,6,12.7,2.1,0.0%
75,Ben Braunecker (FA) ,6,11,59,9.8,18,0,1,0,0,0,0,11,11.9,1.1,0.0%
76,Tommy Sweeney (BUF) ,8,13,114,14.3,29,3,0,0,0,0,0,6,11.4,1.9,0.1%
77,Stephen Carlson (FA) ,5,7,51,10.2,21,1,1,0,0,0,0,9,11.1,1.2,0.0%
78,David Njoku (CLE) ,5,10,41,8.2,18,0,1,0,0,0,0,4,10.1,2.5,50.3%
79,Troy Fumagalli (SF) ,6,9,38,6.3,9,0,1,0,0,0,0,11,9.8,0.9,0.0%
80,Mo Alie-Cox (IND) ,8,11,93,11.6,21,1,0,0,0,0,0,16,9.3,0.6,3.4%
81,Lee Smith (FA) ,4,5,31,7.8,9,0,1,0,0,0,0,16,9.1,0.6,0.0%
82,J.P. Holtz (NO) ,7,8,91,13.0,30,1,0,0,0,0,0,15,9.1,0.6,0.0%
83,Trey Burton (FA) ,14,24,84,6.0,16,0,0,0,0,0,0,9,8.4,0.9,0.0%
84,Luke Willson (FA) ,8,10,79,9.9,17,0,0,0,0,0,0,9,7.9,0.9,0.0%
85,Adam Shaheen (MIA) ,9,13,74,8.2,18,0,0,0,0,0,1,8,7.4,0.9,0.0%
86,Cethan Carter (MIA) ,2,3,13,6.5,8,0,1,0,0,0,0,15,7.3,0.5,0.0%
87,Blake Bell (KC) ,8,15,67,8.4,30,1,0,0,0,0,0,15,6.7,0.4,0.1%
88,Durham Smythe (MIA) ,7,14,65,9.3,24,1,0,0,0,0,0,16,6.5,0.4,0.1%
89,Geoff Swaim (TEN) ,13,17,65,5.0,9,0,0,0,0,0,0,6,6.5,1.1,0.1%
90,Clive Walford (FA) ,4,8,57,14.3,19,0,0,0,4,0,0,8,6.1,0.8,0.0%
91,Tyler Conklin (NYJ) ,8,10,58,7.3,20,1,0,0,0,0,0,16,5.8,0.4,1.9%
92,Luke Stocker (FA) ,8,14,53,6.6,18,0,0,0,0,0,0,15,5.3,0.4,0.0%
93,Lance Kendricks (FA) ,3,7,50,16.7,24,1,0,0,0,0,0,12,5.0,0.4,0.0%
94,Deon Yelder (ARI) ,3,4,50,16.7,24,1,0,0,0,0,0,10,5.0,0.5,0.0%
95,Trevon Wesco (NYJ) ,2,3,47,23.5,32,1,0,1,2,0,0,16,4.9,0.3,0.0%
96,Ross Travis (FA) ,4,6,51,12.8,25,1,0,0,0,0,1,3,3.1,1.0,0.0%
97,Drew Sample (CIN) ,5,6,30,6.0,21,1,0,0,0,0,0,9,3.0,0.3,0.2%
98,Codey McElroy (TB) ,1,1,30,30.0,30,1,0,0,0,0,0,1,3.0,3.0,0.0%
99,Pharaoh Brown (HOU) ,2,3,27,13.5,18,0,0,0,0,0,0,9,2.7,0.3,0.1%
100,Johnny Mundt (MIN) ,4,7,26,6.5,9,0,0,0,0,0,0,14,2.6,0.2,0.1%
101,Tanner Hudson (SF) ,2,5,26,13.0,14,0,0,0,0,0,0,9,2.6,0.3,0.0%
102,Eric Saubert (DEN) ,2,3,21,10.5,11,0,0,0,0,0,0,2,2.1,1.1,0.0%
103,Josh Oliver (BAL) ,3,6,15,5.0,6,0,0,0,0,0,0,4,1.5,0.4,0.0%
104,Isaac Nauta (FA) ,2,3,13,6.5,10,0,0,0,0,0,0,6,1.3,0.2,0.0%
105,Sean Culkin (FA) ,1,2,12,12.0,12,0,0,0,0,0,0,4,1.2,0.3,0.0%
106,Antony Auclair (HOU) ,1,3,11,11.0,11,0,0,0,0,0,0,8,1.1,0.1,0.0%
107,Scott Simonson (FA) ,2,2,11,5.5,10,0,0,0,0,0,0,6,1.1,0.2,0.0%
108,Chris Manhertz (JAC) ,1,1,11,11.0,11,0,0,0,0,0,0,15,1.1,0.1,0.0%
109,Levine Toilolo (FA) ,2,2,10,5.0,8,0,0,0,0,0,0,13,1.0,0.1,0.0%
110,Ben Koyack (FA) ,1,3,9,9.0,9,0,0,0,0,0,0,12,0.9,0.1,0.0%
111,Jordan Thomas (FA) ,1,3,8,8.0,8,0,0,0,0,0,0,6,0.8,0.1,0.0%
112,Chris Herndon IV (FA) ,1,2,7,7.0,7,0,0,0,0,0,0,2,0.7,0.4,0.0%
113,Dalton Schultz (DAL) ,1,2,6,6.0,6,0,0,0,0,0,0,16,0.6,0.0,96.6%
114,Charles Jones (FA) ,1,1,5,5.0,5,0,0,0,0,0,0,4,0.5,0.1,0.0%
115,Tyrone Swoopes (FA) ,1,1,5,5.0,5,0,0,0,0,0,0,6,0.5,0.1,0.0%
116,Darrell Daniels (FA) ,1,3,4,4.0,4,0,0,0,0,0,0,11,0.4,0.0,0.0%
